pID,placement,vib_style,contrast,accuracy
10,hands,amp,vf,0.875
10,hands,amp,vs,0.875
10,hands,amp,Vhl,0.7142857142857143
10,hands,lowfi,vf,0.77777777777777779
10,hands,lowfi,vs,0.75
10,hands,lowfi,Vhl,0.90000000000000002
10,hands,ctrl,vf,0.40000000000000002
10,hands,ctrl,vs,0.69999999999999996
10,hands,ctrl,Vhl,1.0
10,neck,amp,vf,0.81818181818181823
10,neck,amp,vs,0.45454545454545453
10,neck,amp,Vhl,0.8571428571428571
10,neck,lowfi,vf,0.75
10,neck,lowfi,vs,0.80000000000000004
10,neck,lowfi,Vhl,0.45454545454545453
10,neck,ctrl,vf,0.54545454545454541
10,neck,ctrl,vs,0.77777777777777779
10,neck,ctrl,Vhl,0.58333333333333337
17,hands,amp,vf,0.42857142857142855
17,hands,amp,vs,0.55555555555555558
17,hands,amp,Vhl,0.69230769230769229
17,hands,lowfi,vf,0.69999999999999996
17,hands,lowfi,vs,0.5714285714285714
17,hands,lowfi,Vhl,1.0
17,hands,ctrl,vf,0.66666666666666663
17,hands,ctrl,vs,0.625
17,hands,ctrl,Vhl,0.66666666666666663
17,neck,amp,vf,1.0
17,neck,amp,vs,0.5
17,neck,amp,Vhl,0.55555555555555558
17,neck,lowfi,vf,0.5
17,neck,lowfi,vs,0.7142857142857143
17,neck,lowfi,Vhl,0.54545454545454541
17,neck,ctrl,vf,0.66666666666666663
17,neck,ctrl,vs,0.66666666666666663
17,neck,ctrl,Vhl,0.7142857142857143
27,hands,amp,vf,0.54545454545454541
27,hands,amp,vs,0.40000000000000002
27,hands,amp,Vhl,0.80000000000000004
27,hands,lowfi,vf,0.46153846153846156
27,hands,lowfi,vs,0.5
27,hands,lowfi,Vhl,0.8571428571428571
27,hands,ctrl,vf,0.66666666666666663
27,hands,ctrl,vs,0.40000000000000002
27,hands,ctrl,Vhl,0.59999999999999998
27,neck,amp,vf,0.5714285714285714
27,neck,amp,vs,0.5714285714285714
27,neck,amp,Vhl,0.29999999999999999
27,neck,lowfi,vf,0.55555555555555558
27,neck,lowfi,vs,0.46153846153846156
27,neck,lowfi,Vhl,0.5
27,neck,ctrl,vf,0.54545454545454541
27,neck,ctrl,vs,0.5
27,neck,ctrl,Vhl,0.66666666666666663
23,hands,amp,vf,0.66666666666666663
23,hands,amp,vs,0.44444444444444442
23,hands,amp,Vhl,0.625
23,hands,lowfi,vf,0.5
23,hands,lowfi,vs,0.46153846153846156
23,hands,lowfi,Vhl,0.72727272727272729
23,hands,ctrl,vf,0.75
23,hands,ctrl,vs,0.72727272727272729
23,hands,ctrl,Vhl,0.25
23,neck,amp,vf,0.66666666666666663
23,neck,amp,vs,0.45454545454545453
23,neck,amp,Vhl,0.5
23,neck,lowfi,vf,0.63636363636363635
23,neck,lowfi,vs,0.42857142857142855
23,neck,lowfi,Vhl,0.66666666666666663
23,neck,ctrl,vf,0.45454545454545453
23,neck,ctrl,vs,0.33333333333333331
23,neck,ctrl,Vhl,0.55555555555555558
11,hands,amp,vf,0.55555555555555558
11,hands,amp,vs,0.55555555555555558
11,hands,amp,Vhl,0.40000000000000002
11,hands,lowfi,vf,0.5714285714285714
11,hands,lowfi,vs,0.54545454545454541
11,hands,lowfi,Vhl,0.63636363636363635
11,hands,ctrl,vf,0.5
11,hands,ctrl,vs,0.38461538461538464
11,hands,ctrl,Vhl,0.69999999999999996
11,neck,amp,vf,0.61538461538461542
11,neck,amp,vs,0.59999999999999998
11,neck,amp,Vhl,0.66666666666666663
11,neck,lowfi,vf,0.69230769230769229
11,neck,lowfi,vs,0.5714285714285714
11,neck,lowfi,Vhl,0.54545454545454541
11,neck,ctrl,vf,0.625
11,neck,ctrl,vs,0.69999999999999996
11,neck,ctrl,Vhl,0.55555555555555558
14,hands,amp,vf,0.88888888888888884
14,hands,amp,vs,0.47058823529411764
14,hands,amp,Vhl,0.66666666666666663
14,hands,lowfi,vf,0.55555555555555558
14,hands,lowfi,vs,0.7142857142857143
14,hands,lowfi,Vhl,0.29999999999999999
14,hands,ctrl,vf,0.25
14,hands,ctrl,vs,0.77777777777777779
14,hands,ctrl,Vhl,0.625
14,neck,amp,vf,0.88888888888888884
14,neck,amp,vs,0.66666666666666663
14,neck,amp,Vhl,0.2857142857142857
14,neck,lowfi,vf,0.61111111111111116
14,neck,lowfi,vs,0.5
14,neck,lowfi,Vhl,0.5
14,neck,ctrl,vf,0.63636363636363635
14,neck,ctrl,vs,0.59999999999999998
14,neck,ctrl,Vhl,0.80000000000000004
16,hands,amp,vf,0.59999999999999998
16,hands,amp,vs,0.84615384615384615
16,hands,amp,Vhl,0.29999999999999999
16,hands,lowfi,vf,0.15384615384615385
16,hands,lowfi,vs,0.5
16,hands,lowfi,Vhl,0.59999999999999998
16,hands,ctrl,vf,0.59999999999999998
16,hands,ctrl,vs,0.5
16,hands,ctrl,Vhl,0.5714285714285714
16,neck,amp,vf,0.55555555555555558
16,neck,amp,vs,0.81818181818181823
16,neck,amp,Vhl,0.75
16,neck,lowfi,vf,0.46153846153846156
16,neck,lowfi,vs,0.42857142857142855
16,neck,lowfi,Vhl,0.59999999999999998
16,neck,ctrl,vf,0.69999999999999996
16,neck,ctrl,vs,0.44444444444444442
16,neck,ctrl,Vhl,0.22222222222222221
6,hands,amp,vf,0.83333333333333337
6,hands,amp,vs,0.66666666666666663
6,hands,amp,Vhl,0.90909090909090906
6,hands,lowfi,vf,0.80000000000000004
6,hands,lowfi,vs,0.77777777777777779
6,hands,lowfi,Vhl,0.93333333333333335
6,hands,ctrl,vf,0.58333333333333337
6,hands,ctrl,vs,0.5714285714285714
6,hands,ctrl,Vhl,1.0
6,neck,amp,vf,0.92307692307692313
6,neck,amp,vs,0.91666666666666663
6,neck,amp,Vhl,1.0
6,neck,lowfi,vf,0.90000000000000002
6,neck,lowfi,vs,1.0
6,neck,lowfi,Vhl,0.75
6,neck,ctrl,vf,0.66666666666666663
6,neck,ctrl,vs,0.91666666666666663
6,neck,ctrl,Vhl,0.91666666666666663
12,hands,amp,vf,0.7142857142857143
12,hands,amp,vs,0.54545454545454541
12,hands,amp,Vhl,1.0
12,hands,lowfi,vf,0.61538461538461542
12,hands,lowfi,vs,0.45454545454545453
12,hands,lowfi,Vhl,0.63636363636363635
12,hands,ctrl,vf,0.5714285714285714
12,hands,ctrl,vs,0.80000000000000004
12,hands,ctrl,Vhl,0.80000000000000004
12,neck,amp,vf,0.69230769230769229
12,neck,amp,vs,0.40000000000000002
12,neck,amp,Vhl,0.5
12,neck,lowfi,vf,0.5
12,neck,lowfi,vs,0.20000000000000001
12,neck,lowfi,Vhl,0.40000000000000002
12,neck,ctrl,vf,0.59999999999999998
12,neck,ctrl,vs,0.25
12,neck,ctrl,Vhl,0.40000000000000002
25,hands,amp,vf,0.41666666666666669
25,hands,amp,vs,0.54545454545454541
25,hands,amp,Vhl,0.69999999999999996
25,hands,lowfi,vf,0.625
25,hands,lowfi,vs,0.46153846153846156
25,hands,lowfi,Vhl,0.5
25,hands,ctrl,vf,0.36363636363636365
25,hands,ctrl,vs,0.625
25,hands,ctrl,Vhl,0.20000000000000001
25,neck,amp,vf,1.0
25,neck,amp,vs,0.83333333333333337
25,neck,amp,Vhl,0.7142857142857143
25,neck,lowfi,vf,0.29999999999999999
25,neck,lowfi,vs,0.63636363636363635
25,neck,lowfi,Vhl,0.5
25,neck,ctrl,vf,0.58333333333333337
25,neck,ctrl,vs,0.63636363636363635
25,neck,ctrl,Vhl,0.61538461538461542
28,hands,amp,vf,0.875
28,hands,amp,vs,0.53846153846153844
28,hands,amp,Vhl,0.76923076923076927
28,hands,lowfi,vf,0.59999999999999998
28,hands,lowfi,vs,0.66666666666666663
28,hands,lowfi,Vhl,0.77777777777777779
28,hands,ctrl,vf,0.61538461538461542
28,hands,ctrl,vs,0.125
28,hands,ctrl,Vhl,0.5
28,neck,amp,vf,0.80000000000000004
28,neck,amp,vs,0.41666666666666669
28,neck,amp,Vhl,0.55555555555555558
28,neck,lowfi,vf,0.6470588235294118
28,neck,lowfi,vs,0.72727272727272729
28,neck,lowfi,Vhl,0.44444444444444442
28,neck,ctrl,vf,0.33333333333333331
28,neck,ctrl,vs,0.42857142857142855
28,neck,ctrl,Vhl,0.25
8,hands,amp,vf,0.88888888888888884
8,hands,amp,vs,0.66666666666666663
8,hands,amp,Vhl,0.5
8,hands,lowfi,vf,0.5
8,hands,lowfi,vs,0.33333333333333331
8,hands,lowfi,Vhl,0.5
8,hands,ctrl,vf,0.63636363636363635
8,hands,ctrl,vs,0.58333333333333337
8,hands,ctrl,Vhl,0.80000000000000004
8,neck,amp,vf,0.66666666666666663
8,neck,amp,vs,0.5
8,neck,amp,Vhl,0.59999999999999998
8,neck,lowfi,vf,0.75
8,neck,lowfi,vs,0.5714285714285714
8,neck,lowfi,Vhl,0.54545454545454541
8,neck,ctrl,vf,0.42857142857142855
8,neck,ctrl,vs,0.375
8,neck,ctrl,Vhl,0.5
13,hands,amp,vf,0.125
13,hands,amp,vs,0.5
13,hands,amp,Vhl,0.66666666666666663
13,hands,lowfi,vf,0.44444444444444442
13,hands,lowfi,vs,0.75
13,hands,lowfi,Vhl,0.83333333333333337
13,hands,ctrl,vf,0.5
13,hands,ctrl,vs,0.45454545454545453
13,hands,ctrl,Vhl,0.44444444444444442
13,neck,amp,vf,0.69999999999999996
13,neck,amp,vs,0.45454545454545453
13,neck,amp,Vhl,0.5714285714285714
13,neck,lowfi,vf,0.5
13,neck,lowfi,vs,0.2857142857142857
13,neck,lowfi,Vhl,0.69230769230769229
13,neck,ctrl,vf,0.80000000000000004
13,neck,ctrl,vs,0.27272727272727271
13,neck,ctrl,Vhl,0.53846153846153844
15,hands,amp,vf,0.55555555555555558
15,hands,amp,vs,0.5714285714285714
15,hands,amp,Vhl,0.61538461538461542
15,hands,lowfi,vf,0.90909090909090906
15,hands,lowfi,vs,0.69999999999999996
15,hands,lowfi,Vhl,0.46153846153846156
15,hands,ctrl,vf,0.5
15,hands,ctrl,vs,0.22222222222222221
15,hands,ctrl,Vhl,0.69999999999999996
15,neck,amp,vf,0.61538461538461542
15,neck,amp,vs,0.44444444444444442
15,neck,amp,Vhl,0.44444444444444442
15,neck,lowfi,vf,0.66666666666666663
15,neck,lowfi,vs,0.59999999999999998
15,neck,lowfi,Vhl,0.7142857142857143
15,neck,ctrl,vf,0.59999999999999998
15,neck,ctrl,vs,0.53333333333333333
15,neck,ctrl,Vhl,0.375
22,hands,amp,vf,0.72727272727272729
22,hands,amp,vs,0.88888888888888884
22,hands,amp,Vhl,0.58333333333333337
22,hands,lowfi,vf,0.77777777777777779
22,hands,lowfi,vs,0.59999999999999998
22,hands,lowfi,Vhl,0.38461538461538464
22,hands,ctrl,vf,0.58333333333333337
22,hands,ctrl,vs,0.33333333333333331
22,hands,ctrl,Vhl,0.75
22,neck,amp,vf,0.625
22,neck,amp,vs,0.59999999999999998
22,neck,amp,Vhl,0.80000000000000004
22,neck,lowfi,vf,0.80000000000000004
22,neck,lowfi,vs,0.5
22,neck,lowfi,Vhl,0.625
22,neck,ctrl,vf,0.59999999999999998
22,neck,ctrl,vs,0.66666666666666663
22,neck,ctrl,Vhl,0.77777777777777779
24,hands,amp,vf,0.75
24,hands,amp,vs,0.46153846153846156
24,hands,amp,Vhl,0.625
24,hands,lowfi,vf,0.5
24,hands,lowfi,vs,0.5
24,hands,lowfi,Vhl,0.875
24,hands,ctrl,vf,0.5
24,hands,ctrl,vs,0.69230769230769229
24,hands,ctrl,Vhl,0.58333333333333337
24,neck,amp,vf,0.69230769230769229
24,neck,amp,vs,0.375
24,neck,amp,Vhl,0.59999999999999998
24,neck,lowfi,vf,0.46153846153846156
24,neck,lowfi,vs,0.42857142857142855
24,neck,lowfi,Vhl,0.41666666666666669
24,neck,ctrl,vf,0.5
24,neck,ctrl,vs,0.22222222222222221
24,neck,ctrl,Vhl,0.5
29,hands,amp,vf,0.5
29,hands,amp,vs,0.69999999999999996
29,hands,amp,Vhl,0.66666666666666663
29,hands,lowfi,vf,0.58333333333333337
29,hands,lowfi,vs,0.44444444444444442
29,hands,lowfi,Vhl,0.33333333333333331
29,hands,ctrl,vf,0.5714285714285714
29,hands,ctrl,vs,0.45454545454545453
29,hands,ctrl,Vhl,0.75
29,neck,amp,vf,0.42857142857142855
29,neck,amp,vs,0.53333333333333333
29,neck,amp,Vhl,0.54545454545454541
29,neck,lowfi,vf,0.33333333333333331
29,neck,lowfi,vs,0.625
29,neck,lowfi,Vhl,0.84615384615384615
29,neck,ctrl,vf,0.80000000000000004
29,neck,ctrl,vs,0.7142857142857143
29,neck,ctrl,Vhl,0.59999999999999998
4,hands,amp,vf,0.81818181818181823
4,hands,amp,vs,0.77777777777777779
4,hands,amp,Vhl,0.90000000000000002
4,hands,lowfi,vf,0.5
4,hands,lowfi,vs,0.55555555555555558
4,hands,lowfi,Vhl,0.83333333333333337
4,hands,ctrl,vf,0.66666666666666663
4,hands,ctrl,vs,0.46153846153846156
4,hands,ctrl,Vhl,0.75
4,neck,amp,vf,0.61538461538461542
4,neck,amp,vs,0.8571428571428571
4,neck,amp,Vhl,0.69999999999999996
4,neck,lowfi,vf,1.0
4,neck,lowfi,vs,0.91666666666666663
4,neck,lowfi,Vhl,0.75
4,neck,ctrl,vf,0.54545454545454541
4,neck,ctrl,vs,0.5
4,neck,ctrl,Vhl,0.66666666666666663
7,hands,amp,vf,0.5
7,hands,amp,vs,0.42857142857142855
7,hands,amp,Vhl,0.77777777777777779
7,hands,lowfi,vf,0.59999999999999998
7,hands,lowfi,vs,0.80000000000000004
7,hands,lowfi,Vhl,0.625
7,hands,ctrl,vf,0.63636363636363635
7,hands,ctrl,vs,0.61538461538461542
7,hands,ctrl,Vhl,0.44444444444444442
7,neck,amp,vf,0.58333333333333337
7,neck,amp,vs,0.59999999999999998
7,neck,amp,Vhl,0.7142857142857143
7,neck,lowfi,vf,0.875
7,neck,lowfi,vs,0.45454545454545453
7,neck,lowfi,Vhl,0.875
7,neck,ctrl,vf,0.83333333333333337
7,neck,ctrl,vs,0.55555555555555558
7,neck,ctrl,Vhl,0.75
18,hands,amp,vf,0.7142857142857143
18,hands,amp,vs,0.5
18,hands,amp,Vhl,0.20000000000000001
18,hands,lowfi,vf,0.44444444444444442
18,hands,lowfi,vs,0.375
18,hands,lowfi,Vhl,0.40000000000000002
18,hands,ctrl,vf,0.69999999999999996
18,hands,ctrl,vs,0.55555555555555558
18,hands,ctrl,Vhl,0.55555555555555558
18,neck,amp,vf,0.61538461538461542
18,neck,amp,vs,0.72727272727272729
18,neck,amp,Vhl,0.7142857142857143
18,neck,lowfi,vf,0.5
18,neck,lowfi,vs,0.16666666666666666
18,neck,lowfi,Vhl,0.625
18,neck,ctrl,vf,0.53333333333333333
18,neck,ctrl,vs,0.625
18,neck,ctrl,Vhl,0.77777777777777779
20,hands,amp,vf,0.69999999999999996
20,hands,amp,vs,0.38461538461538464
20,hands,amp,Vhl,0.59999999999999998
20,hands,lowfi,vf,0.76923076923076927
20,hands,lowfi,vs,0.5
20,hands,lowfi,Vhl,0.44444444444444442
20,hands,ctrl,vf,0.5
20,hands,ctrl,vs,0.42857142857142855
20,hands,ctrl,Vhl,0.625
20,neck,amp,vf,0.44444444444444442
20,neck,amp,vs,0.66666666666666663
20,neck,amp,Vhl,0.5
20,neck,lowfi,vf,0.7142857142857143
20,neck,lowfi,vs,0.72727272727272729
20,neck,lowfi,Vhl,0.59999999999999998
20,neck,ctrl,vf,0.54545454545454541
20,neck,ctrl,vs,0.38461538461538464
20,neck,ctrl,Vhl,0.63636363636363635
26,hands,amp,vf,0.81818181818181823
26,hands,amp,vs,0.69999999999999996
26,hands,amp,Vhl,0.44444444444444442
26,hands,lowfi,vf,0.81818181818181823
26,hands,lowfi,vs,0.83333333333333337
26,hands,lowfi,Vhl,0.59999999999999998
26,hands,ctrl,vf,0.58333333333333337
26,hands,ctrl,vs,0.5714285714285714
26,hands,ctrl,Vhl,0.5714285714285714
26,neck,amp,vf,0.55555555555555558
26,neck,amp,vs,0.5
26,neck,amp,Vhl,0.63636363636363635
26,neck,lowfi,vf,0.66666666666666663
26,neck,lowfi,vs,0.29999999999999999
26,neck,lowfi,Vhl,0.72727272727272729
26,neck,ctrl,vf,0.40000000000000002
26,neck,ctrl,vs,0.40000000000000002
26,neck,ctrl,Vhl,0.5
5,hands,amp,vf,0.59999999999999998
5,hands,amp,vs,0.55555555555555558
5,hands,amp,Vhl,0.42857142857142855
5,hands,lowfi,vf,0.44444444444444442
5,hands,lowfi,vs,0.18181818181818182
5,hands,lowfi,Vhl,0.7142857142857143
5,hands,ctrl,vf,0.625
5,hands,ctrl,vs,0.45454545454545453
5,hands,ctrl,Vhl,0.45454545454545453
5,neck,amp,vf,0.5
5,neck,amp,vs,0.1111111111111111
5,neck,amp,Vhl,0.61538461538461542
5,neck,lowfi,vf,0.69999999999999996
5,neck,lowfi,vs,0.69999999999999996
5,neck,lowfi,Vhl,0.66666666666666663
5,neck,ctrl,vf,0.63636363636363635
5,neck,ctrl,vs,0.40000000000000002
5,neck,ctrl,Vhl,0.33333333333333331
9,hands,amp,vf,0.5
9,hands,amp,vs,0.63636363636363635
9,hands,amp,Vhl,0.5
9,hands,lowfi,vf,0.83333333333333337
9,hands,lowfi,vs,0.5714285714285714
9,hands,lowfi,Vhl,1.0
9,hands,ctrl,vf,0.5
9,hands,ctrl,vs,0.375
9,hands,ctrl,Vhl,0.46153846153846156
9,neck,amp,vf,0.90000000000000002
9,neck,amp,vs,0.54545454545454541
9,neck,amp,Vhl,0.75
9,neck,lowfi,vf,0.90909090909090906
9,neck,lowfi,vs,0.53846153846153844
9,neck,lowfi,Vhl,0.69999999999999996
9,neck,ctrl,vf,0.42857142857142855
9,neck,ctrl,vs,0.80000000000000004
9,neck,ctrl,Vhl,0.69999999999999996
21,hands,amp,vf,0.625
21,hands,amp,vs,0.41666666666666669
21,hands,amp,Vhl,0.55555555555555558
21,hands,lowfi,vf,0.88888888888888884
21,hands,lowfi,vs,0.83333333333333337
21,hands,lowfi,Vhl,0.8666666666666667
21,hands,ctrl,vf,0.59999999999999998
21,hands,ctrl,vs,0.75
21,hands,ctrl,Vhl,0.77777777777777779
21,neck,amp,vf,0.7857142857142857
21,neck,amp,vs,0.5
21,neck,amp,Vhl,0.55555555555555558
21,neck,lowfi,vf,0.59999999999999998
21,neck,lowfi,vs,0.5
21,neck,lowfi,Vhl,0.81818181818181823
21,neck,ctrl,vf,0.5
21,neck,ctrl,vs,0.375
21,neck,ctrl,Vhl,0.5714285714285714
